Text,Polarity,Agreement,Subjectivity,Confidence,Irony
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"The hotel is nice and new, the food was poor. It seems like the food staff is not in tune with what is required for decent food presentation and preparedness. This should have been one of the nicer stays on our tour of Israel, but is was clearly the lowest ranked of the four hotels we stayed.",P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"The rooms in the hotel are at European level, the meal is of good quality and the people are very friendly. The hotel and restaurant are probably among the best in the area.The hotel knows how to make you feel comfortable.",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
"Rooms are big in this totally renovated hotel, very clean and with everyting you need to make your stay pleasant. We had a nice balcony, but sadly overlooking the parking lot instead of the pool area, wich is very nice by the way. The restaurant isn't a big deal, not for breakfast nor for dinner. The bar and the service are more than OK and with eye for detail (like hanging the flag of the guest's country). Smoking sisha is possible. Location is ideal for visiting the Hisham Palace, but a bit away from Jericho center (propper car or taxi needed)",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"This is a new hotel situated on a busy main road. The rooms are spacious and clean but there is no hairdryer, kettle, fridge or hospitality tray in the rooms. The food is okay, however, there is a well stocked supermarket a short walk away and a lovely bakery/deli across the road where one can enjoy pizza, pasta, pastries and coffee etc. There is a lot of noise at night from the street - cars screeching and dogs running wild, barking and fighting in the early hours of the morning.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
